CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,2,184,6,0,2,0,255,0,0,0
255,255,255,255,255,169,255,0,255,255,255,0
7,0,255,255,255,255,255,255,255,255,255,255
0,0,136,255,255,255,78,255,0,255,255,255
0,0,0,0,0,0,0,105,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
70,255,0,0,0,0,0,0,0,0,0,0
255,255,23,56,12,0,53,0,255,0,0,0
255,255,255,255,255,39,255,0,255,26,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,51,255,9,255,3,255,0,255,255,255
0,0,0,0,0,2,0,3,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
