CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,9,255,13,0,12,0,255,0,2,0
255,255,255,255,255,255,255,2,255,255,255,0
7,0,255,255,255,255,255,255,255,255,255,255
0,0,50,255,255,255,31,255,0,255,255,255
0,0,0,0,0,0,0,39,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
143,255,0,0,0,0,0,0,0,0,0,0
255,255,50,109,19,0,92,0,255,0,0,0
255,255,255,255,255,77,255,0,255,48,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,11,255,2,255,0,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
